date,0
2005-03-10,0.0024114375505982946
2005-03-11,0.007908042745386522
2005-03-14,0.0007061576291918213
2005-03-15,-0.0016828924196983263
2005-03-16,0.0004054132618806813
2005-03-17,-0.0018426366597086219
2005-03-18,0.0031360808272360807
2005-03-21,0.0014892257445680674
2005-03-22,-0.000907816561121198
2005-03-23,0.011401661786450933
2005-03-24,0.0005823772063761861
2005-03-28,-0.006480449162388138
2005-03-29,-0.0013735234019665215
2005-03-30,0.0017549418206018247
2005-03-31,0.0012481927362253736
2005-04-01,0.008214574989070807
2005-04-04,0.0027221965760530656
2005-04-05,0.001472941837666687
2005-04-06,-0.0007744364798087823
2005-04-07,-0.006495246018243137
2005-04-08,0.022590849107547023
2005-05-02,0.0027890349694534994
2005-05-03,0.002676513192009633
2005-05-04,0.0007057052595776704
2005-05-05,0.0052158191070712755
2005-05-06,0.006033322645496279
2005-05-09,0.0022917729074442127
2005-05-10,0.0013961446097319583
2005-05-11,0.0011516094732950607
2005-05-12,-0.0023939226838927
2005-05-13,-0.0007619608702444836
2005-05-16,0.002384828234743991
2005-05-17,0.004673595390533617
2005-05-18,0.0007185330489314376
2005-05-19,0.0018460974750599758
2005-05-20,-0.0029851733762135185
2005-05-23,-0.0016863132633396965
2005-05-24,-0.0018803770651281801
2005-05-25,-0.007497796372487074
2005-05-26,-0.0014439326558579881
2005-05-27,-0.0018823289042340422
2005-05-31,0.006159611349416564
2005-06-01,0.0013579321679878446
2005-06-02,-0.004613007190357173
2005-06-03,0.0043700411336567175
2005-06-06,0.0025053571353356543
2005-06-07,0.0017607507365881504
2005-06-08,0.0012217577007219125
2005-06-09,-0.0017088183222616876
2005-06-10,6.499324732321649e-05
2005-06-13,-0.0009751782048306059
2005-06-14,-0.0051580281087706265
2005-06-15,-0.0038689050470597265
2005-06-16,-0.0059958808364347395
2005-06-17,-0.0008064691749958325
2005-06-20,-0.002837168472402531
2005-06-21,-0.004118053544951166
2005-06-22,-0.00209915129312433
2005-06-23,0.0016680121237186178
2005-06-24,0.005175699559663044
2005-06-27,-0.0011486541024943772
2005-06-28,-0.0028458599772436103
2005-06-29,0.003812337028663138
2005-06-30,0.0014016858123470572
2005-07-01,0.0025261165873038355
2005-07-05,0.003168306217624051
2005-07-06,-0.0005774960235255724
2005-07-07,-0.00021025780910403436
2005-07-08,-0.005416708143049422
2005-07-11,-0.0008087775577930644
2005-07-12,-0.0020715045050819936
2005-07-13,-0.004113972290377537
2005-07-14,0.0025732087465861323
2005-07-15,0.000501421597426825
2005-07-18,-0.0012995495727162673
2005-07-19,0.0011826502712653161
2005-07-20,-0.009857513443862254
2005-07-21,0.002369959388357131
2005-07-22,0.000639874889398165
2005-07-25,0.001210243774111271
2005-07-26,-0.0002239823835410511
2005-07-27,0.00511601194538385
2005-07-28,0.008612773787782713
2005-07-29,0.0037236452017742642
2005-08-01,0.0037963851798306076
2005-08-02,-0.0004750409564933585
2005-08-03,-0.0006928261135636699
2005-08-04,0.0014227872602653627
2005-08-05,-0.0061428211042028925
2005-08-08,0.002297223194725595
2005-08-09,-0.0008359055564906026
2005-08-10,0.004004021007293232
2005-08-11,0.0020976665903999605
2005-08-12,-0.003608151754868503
2005-08-15,-0.00246039371916935
2005-08-16,0.007562017316291655
2005-08-17,0.0016904307797190837
2005-08-18,-0.004697568151798939
2005-08-19,0.000781789455999916
2005-08-22,0.0009733804440285642
